start	end	text
0	13860	Hello ladies and gentlemen, and welcome to The Right Opinion, the home of a twat with too much free time,
13860	21260	and families, my god, do I love families, whoop whoop whoop. Humor aside, the family is an important staple in the many
21260	26880	societies that we do indeed live in. As a concept, it has been around for longer than I can remember, and although
26880	32000	many of us do have various goals, there are many people who would just like to settle down with a partner who loves
32000	37600	them and raise a few kids. It's a completely fair perspective, and one that I hope people have the opportunity to
37600	43560	fulfil. It's definitely something that I would like to do at one point in my life, though I'm not entirely sure when.
43560	49280	However, I think many of us have a very idealised version of how these things would play out, and although it often
49280	56160	takes a few attempts to get it right, and a few more for some, and a few more for others, maybe a few more on top of
56160	62140	that, it's still something we like to hold on to, which is where the idea of family vlogging comes into play.
62140	68440	Vlogs appeal to the audience under the notion that they can represent a life that we may idolise and feel an affinity with,
68440	73960	that's what has made so many of these wealthy vloggers famous from the start. However, it's important that these people
73960	79240	can place themselves in the vloggers position, and that the life they envision can be channelled through a relatable
79240	85440	individual. There was a time when a majority of audiences on YouTube liked to envision their lives as the sweet, wholesome
85440	91360	ones that will one day be blessed with the same glorious tidings that so many of those lovely vloggers have earned
91360	97440	themselves. However, at some point in the last few years, I've noticed a shift. I noted it in my Emma Chamberlain video,
97440	103880	that hey, I guess people are feeling kinda cynical now, and I mean who can blame them, the world is a depressing place,
103880	110440	and I guess everyone is just kind of in that mood, and out of that rose a new line up of stars who were slightly more
110440	116600	controversial than the previous ones. There are positives and negatives to this, but at least it gives us something to talk
116600	123840	about. Now, this didn't have to be particularly negative in a way, it just meant slightly more loud, obnoxious, and less subtle.
123840	127240	We're gonna make her worst nightmare come true.
127240	133160	This was a case in every genre, and eventually the penny dropped in the family genre too. You know, you don't have to pretend
133160	140040	that everything's perfect, how about conflict and storm? People love melodrama, you just need energy, some ideas,
140040	147040	a bit of money, and of course, a partner and a kid. I mean, hey, they can't be too hard to find, especially if you're as dashing
147040	149520	as the man known as Austin McBroom.
149520	155680	Austin McBroom- I enjoy catching the ball, I enjoy just having a blast with the teammates on the field and off the field.
155680	162880	Oh yeah. Austin McBroom is the husband and father of the Ace family, now he is an individual who is obviously known
162880	169280	primarily on YouTube. However, at one point, it seemed his career was not destined there, as that clip showed he was a very
169320	175560	sporting-oriented individual, and was highly rated in the basketball scene, and to be fair, the dude had some moves,
175560	181760	he could shoot some hoops. Given his prominence, you could say he was kinda a low-key media figure, he had a previously
181760	188160	established audience due to his skills, and here's an old screenshot of his 2015 twitter long before the launch of his
188160	195160	YouTube channel, which had his three principles listed in his biography, one god, two family, three hoop.
195400	201440	A simple set of beliefs that had guided him to relative success in the basketball scene, and a tendency to write
201440	207240	inspirational tweets. One of the elements that was very noticeable on his twitter prior to the creation of his channel
207240	213120	was the love of his fiance Catherine. They had a fairly standard story behind them, they saw each other a couple times,
213120	219080	and then decided that actually they had feelings which led them to initiating this relationship and the subsequent birthing
219080	224480	of their daughter Elle. The run-up to their child had a fair bit of coverage on twitter, and a nice bit of hype
224480	230040	surrounding it, so I guess at that point they decided that their life was interesting enough to start a YouTube channel.
230040	238120	Hey guys, welcome to our YouTube channel, this is our first Q&A, you guys sent us a bunch of questions that we picked out.
238120	243760	Now, when I looked at their old content, and I saw that their first video was a Q&A, I thought they were pulling my leg,
243760	249240	that's some bullsey confidence in your character to open your channel with a Q&A video. Now, from looking at an old
249240	254440	social blade screenshot, it's possible that they had some other videos up, but deleted them before launch,
254440	259480	so I guess they just used the already existent clout that they had surrounding Austin's basketball career,
259480	265040	and his relationship to launch the channel. They originally were called the incredible name of Austin and Catherine Vlogs,
265040	271520	before changing it to the Ace family, Ace representing the initials of each family member's name, Austin, Catherine, and Elle.
271520	276960	They do have another child now, Elle, but I guess the Ace family didn't quite have the same ring to it.
276960	283400	They started off on a fair wave of momentum, and have since built on that, accumulating over 17 million subscribers,
283400	289360	in the space of three and a half years. So what's the big deal? Family vlogs are here to stay.
289360	296000	Well, although vloggers have always taken on their fair share of drama, there seems to be something more about the Ace family,
296040	303040	and even more specifically, the man of the house, Austin McBroom, in that he may not be practicing what he preaches,
303040	306840	and treating those around him with the respect that may be expected.
306840	310640	After all, this family is a family who's very grateful.
310640	317440	Austin McBroom- Living life to the fullest, like we're keeping God first, being good people, and just trying our best to inspire others.
318440	325800	We're doing our best, as far as using our platform in order to do greater things, and inspire people,
325800	331200	and that's really how we feel every single day, and like, we just get so excited to do things for people,
331200	335400	and if you can't already tell, like, that's just in our nature, and that's what we love to do.
335400	341760	A family grateful for many things, but sometimes more than words is necessary to convince people that you believe it,
341800	349520	and that is what has been in question over the last couple years, ultimately climaxing in a situation very recently involving much more serious claims,
349520	352800	although I have a lot to say about the validity of those.
352800	358720	This is not going to be just about Austin, in fact, Catherine is probably going to be receiving a fair bit of scrutiny as well,
358720	362520	so don't worry, everyone's going to receive their fair share of discourse.
362520	367720	Let's have a discussion to see if the Ace family are really as ace as they've proclaimed to be,
367720	372120	or if behind the candelabra, they're not quite the role models that many see them as.
372120	375960	Well, fellas, I'm ready to get up and do my thing, I wanna get into it, man, you know?
375960	382200	And yes, that was a James Brown reference, because, well, I'm a sex machine. Let's go.
385400	387520	I want to start off this part with a quick disclaimer.
387520	393640	If there's one red flag that will immediately make me question a creator's desire to produce realistic organic content,
393680	394840	it's the notion of pranks.
394840	398800	Now, of course, not just any pranks, I'm sure there are some great pranks out there,
398800	405800	but you know, that brand of prank that I'm talking about, Roman Atwood, FouseyTube, Joey Salads, Prank Invasion, all that jazz.
405800	410000	The reason that I make this statement is because for many of you YouTube veterans,
410000	412960	you will know that these pranks were all blatantly fake.
