start	end	text
0	3480	This video was made possible by Squarespace.
3480	8320	Build your website for 10% off by going to squarespace.com slash wendover.
8320	12280	The commercial airline industry is the classic duopoly.
12280	17780	In the US there's Boeing, the long successful manufacturer most known for its iconic 747
17780	22000	and in Europe there's Airbus, the more recent entrant formed of a consortium of various
22000	25120	European manufacturers, and that's pretty much it.
25120	29920	Two-thirds of all airplanes currently flying commercially are made by one of these two
29920	34040	manufacturers, but there's something that these manufacturers don't do—they don't
34040	36960	make small planes, but that's not for lack of trying.
36960	41500	Airbus tried when they made their A318, a variant of their successful A320, but only
41500	42920	sold 80 of them.
42920	49240	Boeing did as well with their 717 but it too was a commercial failure with only 156 sales,
49240	52320	but that doesn't mean that there's no place for small planes.
52320	56920	In fact, it's a significant market that the giants of the aviation industry have not
56920	58280	been able to touch.
58280	62160	If you step on a plane to a small airport nowadays there's a good chance that it's
62160	64520	either made by Embraer or Bombardier.
64520	69620	Embraer, the Brazilian manufacturer, launched their Ejet family just over 15 years ago and
69620	72960	to date have sold nearly 1,500 of them.
72960	77240	By all accounts it's a fantastic airplane and there are whole airports that rely on
77240	78240	them.
78280	83640	70% of the more than 100 daily flights out of the small London city airport operate using
83640	84640	an Embraer Ejet.
84640	89200	Due to the noise restrictions, steep approach angle, and short runway, this is one of the
89200	93960	few planes that can operate there and some airlines such as British Airways own the Ejet
93960	96920	exclusively for use at this airport.
96920	102860	The US, with its nearly 400 commercial airports and vast size, has service to many more smaller
102860	108200	airports than Europe or Asia thanks to government subsidies so hundreds of airports in the US
108200	110920	are served by non-Boeing or Airbus jets.
110920	115640	There's a serious place for small planes and Bombardier knows this.
115640	119800	Bombardier, while still one of Canada's largest companies, is a small player in the
119800	124800	commercial airplane market only making about 6% of the world's commercial planes.
124800	129720	The company has long made the successful CRJ regional jets but 10 years ago Bombardier
129720	132000	had an idea for something else.
132000	136600	They were going to make a larger, more efficient airplane to fit between the size of small
136600	141280	regional jets and the larger planes of Boeing and Airbus—the C-Series.
141280	146200	This plane was going to take advantage of all the modern advancements in aircraft design—composite
146200	151120	construction, advanced aerodynamics, and high-bypass engines—to make one of the most efficient
151120	153160	small airplanes on the market.
153160	158320	From 2007 onwards the parts were selected, the plane was developed, and sales were booked.
158320	163560	Then, on September 16th, 2013, it took flight for the first time.
163560	167800	At this point the company was adamant that the aircraft would enter into commercial service
167800	172560	just one year later in 2014, but then the problems began.
172560	177060	While doing routine testing on the ground at the Mirabel Airport manufacturing base,
177060	180780	one of the test aircraft suffered an uncontained engine failure.
180780	184880	Not only did this strike a serious blow to the aircraft development timeline, it also
