start	end	text
0	6120	Two weeks ago, I posted a video on why flying is so expensive and people seemed to like
6120	7120	it.
7120	10680	However, they wanted to know, how are budget airlines so cheap?
10680	14740	Well, it's another complex answer, but an interesting one.
14740	19440	For the purposes of simplicity, and to keep our European friends from feeling left out,
19440	22440	we'll focus on the European model of budget airlines.
22440	27200	While there are low cost carriers in North America, South Africa, India, Asia, and plenty
27200	31360	of other places, budget airlines were really first successful in Europe and that's where
31360	33320	they're still most prominent today.
33320	37880	The magnitude to which airlines like Ryanair and EasyJet reduced the cost in Europe is
37880	40160	also much more significant.
40160	45040	Budget airlines in the US might be 10 or 20% less expensive than their traditional competitors
45040	50160	while in Europe, a fare on a budget airline might only cost half or a third of what you
50160	51920	would pay on a normal airline.
51920	57740	You can regularly find 2-3 hour flights on budget airlines for less than 10 euros.
57740	59240	So how do they work?
59240	64020	Well, unsurprisingly, budget airlines essentially take every expensive part of the flight and
64020	65680	make them less expensive.
65680	69920	The most essential thing an airline needs is airplanes and it is possible to spend less
69920	70960	on those.
70960	75720	In the months and years following 9-11, the growth of air travel stalled and most airlines
75720	77800	were simply fighting to survive.
77800	85360	Meanwhile, Ryanair was thriving and placed a massive order of 151 737s from Boeing at
85360	87440	unbelievably low prices.
87440	92560	A circumstance like that luckily isn't frequent, but budget airlines can place large orders
92560	95680	at any time which gives them a bulk discount.
95680	99760	It might seem weird that a budget airline would buy brand new airplanes, but the newest
99760	103080	planes are the most efficient which saves fuel.
103080	109520	The fuel efficiency of new aircraft offsets the higher purchase price so EasyJet, JetBlue,
109520	115140	Ryanair, and Spirit Airlines all have younger fleets than any major airline.
115140	118800	Budget airlines will also typically have only one type of plane.
118800	124840	Ryanair only operates 737s and EasyJet only operates the A320 family.
124840	129600	Having only one type of aircraft means that pilots, flight attendants, mechanics, and
129600	134360	ground staff only need to be trained on one type of aircraft which saves an enormous amount
134360	136040	of time and money.
136040	140560	Within the planes, budget airlines will often avoid luxuries to keep costs down.
140560	145320	Ryanair seats, for example, don't recline because that increases the initial purchase
145320	148520	price for seats and also requires more maintenance.
148520	153000	The seat design also saves time for flight attendants since there are no seatback pockets
153000	155000	to clean between flights.
155000	158840	Flight attendants on budget airlines are often in the beginning of their careers and receive
158840	160240	little training.
160240	164800	Of course they'll get the required safety training but only minimal hospitality training.
164800	167840	They'll also often serve multiple roles.
167840	171920	While on the ground, some of the flight attendants might go to the gate and check tickets while
171920	173840	others clean the airplane.
173840	177360	Through this, the airline eliminates three or four positions that they would regularly
177360	178360	pay for.
178360	182380	On board, flight attendants are of course responsible for food and drinks which are
182380	184280	almost never free.
184280	187960	On board service can be an excellent way for airlines to make money.
