start	end	text
0	5440	Hey you guys, welcome to today's video. Obviously from the title you know that this is going to be
6000	8000	intense,
8000	10000	different,
10000	15540	and this is absolutely not a video I ever thought in a million years that I would be making.
30000	40000	Hello ladies and gentlemen, and welcome to The Right Opinion, the home of a twat with too much free time.
40000	42000	And who said internet drama was boring?
42000	44000	Well, many people.
44000	46000	But let's face it, not too much has happened this year.
46000	51000	And the usual suspects such as Jake Paul have just appeared to fade into the background.
51000	56000	As people finally tire from having to expose them for whatever stupid thing they've done this month.
56000	59000	And it's not like they've stopped doing stupid stuff, it's Jake Paul.
59000	62000	But we want new drama, some new people to ruin.
62000	64000	Hooray! We love that, that's the spirit.
64000	66000	So let's talk about the beauty community.
66000	69000	In 2018 I made a video on the beauty community.
69000	72000	It wasn't perfect, I mean no video truly is.
72000	78000	But one of the greatest points that I raised was that they were kind of taking over a significant proportion of drama from previous communities.
78000	82000	And with the rise of the beauty oriented drama channels to really embellish on that niche,
82000	85000	it only meant that subsequent dramas were going to gain more traction.
86000	91000	But why do so many people seem to care about the drama in this specific community on principle?
91000	96000	Is it because it's a lot equivalent to the sort of drama you get in a cliche TV show based on high school experience?
96000	102000	Yeah, in fact everyone's always throwing shade at each other and that makes it a bit entertaining.
102000	107000	Equally they all purport to have this goody two shoes persona, it's always like some moral battle.
107000	112000	So when someone does do something that we perceive as shitty, we're ready to drag them out onto the dance floor.
112000	115000	Now what makes a drama somewhat seismic in its impact?
115000	119000	Many people would say to the point that it invokes a loss of subscribers onto a channel,
119000	122000	and to be honest we haven't really seen that much this year.
122000	127000	But like Waiting For Buses, two came along at once, Pro Jared and James Charles.
127000	131000	Now as I declared in my tweet, I'm still very interested in the Pro Jared situation,
131000	136000	but it seems that at the time, he hid behind the wave of outrage against James Charles.
136000	138000	Let's make it so the tide doesn't leave him at the shore.
138000	144000	Either way, I'm hoping that there's still more to come on this situation, so I decided to focus on today's.
144000	149000	The beauty community, for all its makeup, has some real savagery lying underneath,
149000	153000	and we witnessed that last year when Jeffree Star got into drama with a few people,
153000	156000	and most notoriously Manny Mue and Laura Lee,
156000	159000	and when the court of public opinion came out in favour of Star,
159000	162000	damage was dealt that can still be witnessed to this day.
162000	168000	The beauty community is truly brutal, a cheeky expose or well placed drama can destroy anyone,
168000	172000	and the effects are long term, you don't see that in many other places.
172000	179000	So I saw that today's subject, James Charles, was experiencing a decrease in subscribers of unprecedented amounts.
179000	184000	Well it didn't surprise me looking at how cutthroat the beauty community has the capability to be,
184000	187000	but even with that said, it's more than that.
187000	190000	James Charles is not just any ordinary beauty creator.
190000	200000	In fact it was so fun and so fresh, drum roll please, that we decided to do it all summer long.
200000	207000	James Charles is the 19 year old lad on whatever number of subscribers he's on at the time of this video's release,
207000	212000	but for the last few months he's been a huge name in the beauty community, for better and for worse.
212000	218000	On one hand, his personality, although not my cup of tea, no pun intended, is pretty memorable.
218000	221000	He has a great way of establishing hooks, especially with the phrase Sister,
221000	225000	which at this point I'm surprised his management haven't Sister trademarked it.
225000	228000	He's a creative, flamboyant guy with a lot of going for him.
228000	231000	Like every channel, he's got into a bit of drama here and there,
231000	237000	but nothing prominent enough to really gain attention outside the people who were already seeking drama.
237000	241000	And as mentioned, drama for beauty channels is pretty much a daily event,
241000	246000	that's the problem with drama sometimes, it becomes so common that no one is honestly surprised by it
246000	248000	and therefore it lacks any greater effect.
248000	253000	This changed however, on the 10th of May, when Tati Westbrook, another beauty creator,
253000	258000	dropped a video by the name of By Sister, a play on James' iconic phrase,
258000	263000	in which she documents why, in spite of her extensive history supporting and working with him,
263000	265000	she no longer wants to associate with him.
265000	270000	These entail a series of criticisms that relate back to the way he has treated his friends,
270000	272000	his inappropriate behaviour at certain events,
272000	275000	the fact that he promoted a brand that would be sensitive to younger children,
275000	280000	in spite of the fact that he has said to Tati that he wouldn't promote hers due to the age of his demographic,
280000	285000	and the real kicker that everyone has honed in on, his predatory behaviour,
285000	291000	for which he has a strange obsession with chasing and supposedly trying to persuade straight men to sleep with him.
291000	296000	All this, when presented in a very classy, mature tone that Tati seems to emanate all over her work,
296000	300000	was enough not just to completely halt all of James Charles' momentum,
300000	304000	but to cause the greatest sub-loss in YouTube's history.
304000	309000	In fact, in one day he lost over a million subscribers, which is astonishing.
309000	314000	Following this, it was like the dam had broken, and a flurry of allegations came crashing down on him,
314000	319000	many alleging that he had a habit of catfishing and manipulating straight guys into various positions,
319000	321000	metaphorical positions that is.
321000	326000	On top of this, a load of further accusations from a various range of sources came forward,
326000	330000	some more true than others, but they all received incredible levels of attention.
330000	334000	However, like anything, there will always follow backlash, and like this again,
334000	338000	many people came forward to dispute many things, some the verifiability of the claims,
338000	342000	some Tati's own motivations, and refrain from speaking out sooner,
342000	345000	I mean, PewDiePie made a video covering all of this.
345000	349000	On top of this, it was revealed that some additional claims have been completely falsified,
349000	352000	thus leading to more collateral drama relating back to James' career.
352000	358000	Now on one hand, I was pleased, I was one step closer to becoming the most subscribed gay James on the platform,
358000	361000	on the other, I felt there was a bit more to the story,
361000	365000	so I put out a tweet asking people if they had any opinions themselves,
365000	367000	and what they wanted me to look into and discuss,
367000	371000	because although I had my own line, there is still a lot to clear up,
371000	373000	and although I do have one clear statement in mind,
373000	375000	today I will be covering all of these topics,
