start	end	text
0	6480	So I think it's quite important that this video of Tommy Robinson's be mirrored and spread as far
6480	11680	and as wide as possible. I did think it was strange that Tommy's been silent for the past
11680	17200	month or two, and it is good to see him back, but what he's doing now seems to be very important,
17200	23520	so let's take a look. I'm pretty sure there'll be a few executive producers
23600	31440	and journalists from a certain TV programme who are watching this live.
31440	38480	Oh look at the smile on my face! Look at the smile on my face man!
38800	56400	So in the last few months, I found out that panorama, as anyone who's watched my live streams
56400	64400	has seen me say, I know something's coming. A hatchet job of all time is coming. And I say that
64480	71920	in the sense that prison didn't work. In fact, it had the opposite effect. In the last matter of
71920	77040	months, my PayPal, my website, my monthly subscriptions, all of these things have come
77040	84320	under attack. They've all been deleted. One final attempt by the establishment, which would be to
84320	97040	destroy me in the nation's eyes. Now, I've become aware that panorama, working alongside
99040	106320	a government-supported agency, were planning what was the working title,
106320	114320	Tommy Takedown. This documentary's working title, by the people involved, was called
114320	124560	the Tommy Robinson Takedown. What you're going to witness is the most sensational
124560	132480	expose of the BBC this country's ever seen.
133680	139040	How do I release this? Basically,
141600	146000	we went undercover on panorama.
146400	151040	And what did we find? What video evidence have we got?
153360	161680	What video evidence could we possibly have? Could we possibly prove corruption? Could we prove the
161680	169840	doctrine of videos? Could we prove that we're not going to be able to prove that we're not going to
169840	181920	prove the doctrine of videos? Could we prove fake news, the creation of fake news, in order to
181920	190880	destroy who I am and my name? Have we got that on video? Are you sitting there now because you know
190880	197600	what we've got? Because you know you are going, when I put this documentary together, do I just
197600	207600	release this documentary? Do I just put it on YouTube? The BBC, it's a stealth tax against us.
207600	215440	They make us pay them, whilst they use propaganda to destroy us, to slander us.
215440	226000	The panorama, I'd say, expect in the coming days to see resignations.
230560	237920	We are going to expose them to the world. You're all going to see just how corrupt our media is.
238640	245360	All the things you thought, all the accusations against the BBC by Donald Trump as BBC fake news.
245920	256000	I'm going to prove it. Do you know how worried I've been? Do you know the nights I've had
256560	262640	as soon as I found out what they're doing and the lengths they're going to, to ruin my name?
264400	268800	And all of it has spectacularly
269120	276160	three-sixtied on them and you're all going to witness it.
278320	281760	Now my only question, which I'm still thinking about right now,
283280	289920	is where do we premiere this documentary?
289920	300720	Outside the BBC's head office on a 30-foot screen on Saturday the 23rd of February?
303760	309280	In London or in Manchester? Outside BBC's offices in Manchester?
311200	314240	That's the only decision, that's the only decision I've got to make right now,
314960	322160	is where I'm going to expose BBC hope not hate
325360	332000	all of you. There is an emergency meeting going on right now.
332720	338880	Panorama's executives are sitting around the table panicking because I just showed them in
338880	344400	a spectacular fashion. Wait until you see the footage. I just showed them evidence
345360	347520	of their lead investigative journalist.
349840	359600	All the things they say about me, we gathered in evidence against them.
360960	368560	So the decision I've got to make, 20,000 people watching this live, give it a share.
368640	374080	I am going to prove with undercover surveillance, undercover footage,
375360	384720	undercover recordings of the creation of fake news against me. I'm going to prove it.
386320	395760	I'm going to prove the bigotry, the classism and the elitism of those working in the BBC.
396400	406000	The view, they have a view, the working class. I'm proving it. I've got it in multiple locations,
406000	412640	in multiple countries. There's nothing anyone can do. Now I suspect in the coming days I'm
412640	418880	going to face a huge, I don't really know if they can try and defend this, if they can try and stop
418880	424560	it. They might throw lawyers at it to try and get an injunction to prevent me airing it. It's already
424560	432720	in other countries. It's going to be aired. Now what I'd ask all of you is where should we air it?
433920	438160	Where should we bring down panorama? Where should we expose hope and not hate?
439360	443680	Where do you want to do it? Outside their offices in London or outside their offices in Manchester?
443680	447920	I personally, my opinion is swaying, I know London is the capital, it's always biggest news
447920	453520	in the capital, but my opinion is swaying towards Manchester simply as a thank you to all the
