start	end	text
0	9760	So, we're back again to do another watch party. The first time was a moderate success when
9760	15860	we did Lord of the Rings, The Rings of Power. Not the show, mind you. Just our having fun
15860	21800	with it. We don't even have a name for this series, do we? I just called it Devin Friends
21800	24000	Watch Lord of the Rings last time.
24000	30760	Well, now it's Devin Friends. It's called Devin Friends Watch. There you go. Devin Friends
30760	36480	Watch. I guess so. I guess so. And then insert title. Yeah. We've got Arch, Lilith, and Kibs
36480	46360	here once again. Hello everyone. We're back. We're back. Communism spreads. Communism spreads.
46360	52080	We've come back to watch another one and this time it is The Last of Us TV show on HBO.
52080	58600	I will say we tried to do this once before, but Kibs. Kibs, what did you do? What do you
58600	64240	mean what I do? Well, something killed the last watch party. What was it, Kibs? It wasn't
64240	71180	me. You sneak. I don't know what you're talking about. You sneaker. So, the reason that we're
71180	78120	doing episodes one and two in one go, and also the reason that we are a week late on
78120	84960	episode one. It's Dev's fault. Oh, is it my fault? Yeah. Dev could have told me that
84960	90400	the microphone, my XLR cable was busted, but it took too long. So, we had to wait a whole
90400	98700	week. Can you believe that? We'll let this one slide, Dev, but next time. Alright, Kibs.
98700	103520	Just for that, in post, I'm going to make your avatar a brony again. There's no need
103520	112440	to be mean. So, we are, in fact, going to do episodes one and two in one big, long three
112440	119440	and a half hour session. This is going to be real fun. I'm sure, I'm sure, actually.
119440	127360	You lying sack of shit. So, Arch and Kibs, I was on the Arch cast with you guys, and
127360	131240	we talked a whole bunch about The Last of Us, because Arch, you have no idea what this
131240	135660	show is or what the game is, right? So, we had to fill you in. We talked about the game?
135660	140680	We did, as well. Remember, it's your own show! Where are you? So, Arch, The Last of Us is
140680	149360	a console game. Okay. It is, it's trash. I mean, it is trash, yes. And you know what,
149360	154400	here, because Arch, you never played it, right? Of course not. And you don't know the, you
154400	159080	don't know the, the interest, like the cultural interest surrounding it, right? It's the end
159080	165480	of the PS3 360 Wii console era. The PS3 was a powerhouse for the time. Sony wanted a game
165480	172240	that could truly show off its power. And that game ended up being The Last of Us. This is
172240	178020	at the height of certain trends in gaming. One was the idea of the cinematic experience
178020	182880	game. So, there's lots of, there's lots of cutscenes. There's lots of moments where your
182880	187560	character just walks slowly through an environment and talks to another character. You see a
187560	193800	lot of that in like, God of War nowadays. And like, Tomb Raider does that as well. But
193800	199440	this was, this was kind of the peak of that type of gaming. It's less popular than it
199440	203680	was, but you still kind of see it sometimes. So even though the game had a lot of decent
203680	210800	combat and decent exploration, decent crafting, decent stealth, the game was clearly focused
210800	218720	on a cinematic experience. Second, is that in this period of making video games, and
218720	227120	just in general pop culture, there was a common storytelling motif of an older heroic man
227120	233740	who teams up with an adoptive daughter figure. And generally the idea is that the older man
233740	238760	didn't really have a chance to be a father. And he kind of regrets certain parts of his
238760	243780	past. He's older, he's not really in the game anymore. And the adoptive daughter is
243780	249880	somebody who never knew what life was like before the apocalypse, because this is always
249880	255160	an apocalyptic story. So, older man deals with the fact that the world's gone to shit.
255160	260200	Adoptive daughter doesn't even know what he's talking about. And they come to have a bond.
260200	266120	And if you'll see that in Telltale's Walking Dead with Lee and Clem, you see that in Logan
266120	271920	with Wolverine and whatever that girl's name was in that movie. But basically, this is
271920	278820	a very, very popular storytelling motif back in this period. And probably the best example
278820	286920	of it in gaming was The Last of Us, the relationship between Joel and Ellie. And this game was
286920	294840	basically marketed as the PS3's final triumph. The PS3 was an amazingly popular console.
294840	301520	The PS4 looked to also be similarly amazing. People loved Naughty Dog the developer. And
301520	305560	they were basically hitting all the right notes. All the things that were popular in
305560	309820	what was it 2012 or whatever it was in this game came out. All the things that were popular
309820	315320	this game was doing. So it's less that the game was a high quality game, though it's
315320	321220	like reasonably high quality. It's more that everything that was popular was in this game
321220	328340	all at once at the peak of its popularity. And that turned it into basically a mini cultural
328340	331500	phenomenon within gaming.
331500	337060	Sort of. It was a pretty big deal, but it wasn't like on the power of what you had with
337060	344380	Halo 3. Because that was like everywhere. That was like the Zenith, that was 2007, where
344380	349060	you had gaming where there was like, oh, Mountain Dew can, so you go to fucking Boyger King
349060	353580	and they had stuff. It was it was it was the height of PlayStation's sphere, is what
353580	354580	I would say.
354580	360940	The Archcast clip can fill that in. But Lilith, what is what is your relationship regarding
360940	362100	The Last of Us?
362100	368060	I know about the basic gist and the plot. I've always meant to play it, but like I just
368060	375540	never got around to it. It's just in my backlog, but it's one of those games that's good things
375540	382140	about it. But then I decided that they wanted to do like a remake of the first game that's
382140	389260	pretty much completely the same. Which, you know what? Feel free. Print money. Why not?
389260	393780	I have watched like the gameplay from start to finish, though, so I do know the story
393780	399500	for the first game. I pretty much skipped out on the second one for the most part, aside
399500	401920	from just knowing the story.
401920	406280	You just real good where the transvestite beats everybody to death at the golf club.
406280	412600	Here's the thing. Everyone said that that Abby was trans, but she's not trans. She's
412600	419060	a very muscular woman. Everyone is already like hyper aware of just shoehorned representation.
419060	425420	And also, Abby is very easy to vilify based on her actions within the context of the story.
425420	429920	She's not a well liked character. So I think I think people just like did one plus two
429920	433340	and said, this person's trans. And it's like, well, no, she's actually not trans. Here's
433340	437080	the thing. When it comes to these sort of shows, right, they almost always seem to end
437080	441400	up like trash, these new adaptations, because it happened with Lord of the Rings and it
441400	446880	happened with She-Hulk and it happened with the Halo show and it happened with Velma recently.
446880	452440	Like how many of these shows come out and are just like garbage piles? And I think people
452440	456320	are assuming that it's going to be the same thing with this one. I'm expecting this to
456320	459200	be trash. I don't know about you guys.
459200	465340	Historically, video games and adaptations hasn't been done too well. But, um, lately
465340	470600	seems to people have been breaking the trend. Like Arcane, for example, that was like a
470600	477840	really good adaptation from a video game to a show. And I think, what else? There was
477840	480860	a few, right? Good video game adaptations.
480860	484980	The Super Mario Brothers Movie from 1993.
484980	489300	The best video game adaptations are the ones that have nothing to do with the video game.
489300	495220	Arcane had nothing to do with League of Legends. Cyberpunk had nothing to do with Cyberpunk.
495220	496620	Alright, Cyberpunk.
496620	501980	Oh yeah, the little robot loli that Dimitri likes so much.
501980	508180	But I wouldn't actually discount this one because a key hallmark for a lot of the really
508180	514720	shit adaptations is a really shit cast, because it is usually made as some kind of hobby
514760	520840	product by know-nothing retards like the Winx of Power did, where there's just a large roster
520840	525180	of people you've never heard of and you have no interest in and that can't act to save
525180	532600	their lives. But here, I mean, Pedro Pascal, or Pablo, I'm going to call him frequently.
532600	533600	You fucking racist.
533600	540240	Very solid. No, it's because Pablo Schreiber from the Halo TV series, and now he's the
540240	547640	guy Pablo. I know now. Gabriel Luna as well. This series actually has some actors who might
547640	548640	be able to act.
548640	554360	Well, it's already an issue because they've already dismissed like the spores and a bunch
554360	555360	of other things.
555360	559440	So Arch, the lore of the spores, okay? So there's some, in real life, this is a real
559440	562680	life thing, not a Last of Us thing. There's some sort of a fungus that takes over the
562680	569980	brain of an ant. And what it does is it makes the ant crawl onto the end of a grass blade
569980	577100	so that it can be picked up by a bird. And then the bird eats the ant, and then it gets
577100	581420	shit out. And then that's how the spores of this life form spread across the environment.
581420	584300	It's based on a real, that's a real play, a real...
584300	590220	Yeah, that is a real fungus, yes. And so Amy Hennig, when she was kind of like penning
590220	596480	out the initial ideas of the Last of Us, she's like, well, what if we did a zombie story,
596480	603560	but we did our own twist on it where it was transmitted through fungal spores. And so
603560	609120	you go into these dens of zombies where people are growing into the walls and you're wearing
609120	614300	a gas mask and you have to hold your breath if you ever take the mask off, right? Because
614300	619120	the air is infected with these spores. And the spores are the primary way that the zombie
619120	624160	virus gets around. And basically what happens is the person gets infected by breathing in
624160	628520	the spore and then they have like a zombie stage and then they have a very aggressive
628520	632680	zombie stage called clickers where they have, where they can't, like their, their eyes have
632680	637000	been all grown out and they can't see anymore, but they can echo location. So you have to
