start	end	text
0	9040	It's time to talk about Andrew Tate again, for the third time in fact.
9040	13580	I really should just make this into a semi-regular mini-series, I'll call it The Uptate, haha.
13580	17420	I gave a basic overview about Andrew Tate on the TUBcast a while ago.
17420	21440	I also did a second video on him, going over his history as a fighter, his transition into
21440	25200	a celebrity role after he aged out of fighting, the creation of his webcam business, where
25200	28900	he employed some pretty shady behavior, and his poor treatment of women all throughout.
28900	32560	But there is some new info since the last time I talked about him, that we should probably
32560	33560	check out.
33560	36940	And just so we're clear, the latest news in this story doesn't involve Andrew Tate's
36940	39860	hairline receding faster than the Ukrainian border.
39860	42860	These pictures were taken after he'd been in prison for a while, and enabled to keep
42860	43900	his head shaved.
43900	47300	Andrew Tate claimed once that he chose to be bald, but I have a feeling that he didn't
47300	48700	really have any other choice.
48700	54180	No, the newest Andrew Tate news has to do, primarily, with how his legal case is progressing.
54180	57620	If you'll recall, his home in Romania was raided by the cops, who currently have him
57620	61360	locked away pending further investigation, as he is considered a flight risk.
61360	64540	Good thing, too, as it came out that the Tates were in the middle of planning to flee to
64540	66040	Dubai when they were caught.
66040	70220	The body cam footage of the home raid showed money, passports, and weapons laying around
70220	73020	the Tate's pad, as well as a gorilla made of cash.
73020	75660	I guess the rich really do have some strange tastes.
75660	79580	Unfortunately for them, a lot of that stuff has since been seized by the Romanian state,
79580	81340	most notably all of his supercars.
81340	85580	Well, the incarceration of the Tate brothers has since been extended multiple times, up
85580	90980	to 180 days at this point, and, during this period, more scraps of evidence keep mounting
90980	93640	against them, regarding the sex trafficking allegations.
93640	97820	The case hinges on proving the Tate brothers employed the loverboy method of sex trafficking,
97820	101580	where you enter into a real relationship with a woman, get her to fall in love with you,
101580	104840	and then once you've moved her to another country, taking her passport and making her
104840	106180	do sex work.
106180	110900	And in a recently resurfaced interview from November of 2021, you can hear Tristan Tate
110900	113780	say that is exactly what he and his brother have done.
113980	117660	Typically, my setup was, for many, many years, I would approach women and meet them and seduce
117660	121820	them in the old-fashioned way, and within a few months, they were earning money for
121820	125980	me to make me richer, either on webcam or a platform like OnlyFans or something like that.
125980	130000	So I see myself on a higher level because I distinguish the difference between being
130000	132980	a customer and being a provider of the service.
132980	136940	You know, I'm the guy who gets money because he has women, not the guy who spends his money
136940	138160	to get women near him.
138160	145640	I can get a beautiful girlfriend and tell her and manage her and drag $40,000 to $50,000
145640	147120	a month out of thin air.
147120	151880	If I concentrate all of my effort on one 10 out of 10 female and she'll do whatever I
151880	157000	say, I can conjure $40,000 or $50,000 a month out of thin air.
157000	159000	And that's what I know how to do.
159000	160780	That's always going to be my default.
160780	162800	I couldn't lose all I have now.
162800	163800	That isn't possible.
163800	165360	So many things would have to go wrong.
165360	170360	But if I did, I'd find a pretty girlfriend and I'd start dragging $50,000 a month out
170360	172720	of thin air and I would build from there.
172720	176520	You can also hear Tristan Tate talk about how he treats women who try to build up some
176520	178840	side money in an attempt to leave their control.
178840	181700	The admins need to be people you trust.
181700	185400	Your management and your admins have to be people you trust.
185400	187780	They absolutely do.
