start	end	text
0	21000	Welcome back, everyone. We're doing another, um, another doubleheader tonight because real life seems to get in the way of everything all the time. All of our jobs and all of our, all of our commitments and all of Kib's streams. We just, we just can't seem to get it together, but we're here.
21000	23000	Wow, he name dropped me.
23000	25000	Well, he's singling me out.
25000	27000	All of us, Kibs!
27000	31000	All of us, all of us, but you more than the rest.
31000	37000	You deserve it. You can always move your streams. Your streams are flexible. I can now move my shit.
37000	38000	That's right.
38000	39000	This is your fault.
39000	42000	Arch and Lilith, you both work outside of the house.
42000	43000	Yep.
43000	48000	Unlike a lot of people, I have a job.
48000	49000	Yeah, my job is streaming.
49000	59000	So we are here watching The Last of Us episodes seven, which was last week's episodes that we missed and eight, which is today's episode. So at least something's going to be new.
59000	73000	Real quick before we start, since it's been two weeks, the last episode that we watched was the point where the show seemed to start to go downhill for me quite a bit because they ruined that very important Ellie Joel scene by undercutting all of its emotional impact.
73000	80000	By having that Joel Tommy scene in the workshop where Joel talks about having panic attacks, which was not in the game that was added.
80000	87000	You all might not be too surprised with this, but the Internet doesn't agree with me. The Internet loved that episode.
87000	94000	In fact, there's a bunch of articles floating around like this one on, let's say, more progressive leaning media sites.
94000	96000	This one is titled The Last of Us.
96000	101000	Joel exemplifies the strength of non-toxic masculinity.
101000	106000	Now, this is a long, boring article, as a lot of these articles tend to be.
106000	117000	The point basically is, is that because Joel had that moment of weakness where he talks honestly about his inability to care for Ellie and how how he's weak and it bothers him.
117000	121000	He is an example of non-toxic masculinity.
121000	126000	So can any of you point out the issue with with this line of logic?
126000	130000	Well, it's simple. Masculinity is being strong and capable.
130000	135000	Non-toxic masculinity is being weak and having fucking heart attacks because...
135000	136000	That's part of the problem.
136000	145000	If you look at, let's say, characters that are traditionally masculine, that progressives would call toxic masculine, like toxically masculine, they have toxic masculinity.
145000	147000	We can even stay within the realm of pop culture.
147000	153000	You can look at Superman, you can look at, let's say, Jean-Luc Picard, you can look at Han Solo, let's say.
153000	161000	These are all toxically masculine characters because they're too strong, they're too sure of themselves, forge the path forward and they disregard others' opinions sometimes.
161000	164000	Han Solo especially is a womanizer.
164000	168000	So there you go, they're objectifying women and they're not, they're toxically masculine.
168000	179000	OK, the issue ultimately is that Joel admits in the show to being a murderer and not just, you know, you kill someone in self-defense because you had to or you're facing off against an evil enemy.
179000	185000	No, he admits in the show, he jumped innocent people to take their stuff to survive.
185000	194000	Now, as far as I understand, the heroes of old, of the previous generation that exemplify toxic masculinity, they didn't do that.
194000	198000	Like, Han Solo was the thief with the heart of gold, right?
198000	204000	Like, he didn't just kill people for no reason or for like very self-serving reasons.
204000	205000	Joel did.
205000	217000	It's very strange because these people, they're putting forward this narrative that you can actually be the worst type of person, but as long as you cry about it later, then you're not toxic.
217000	218000	Yep.
