start	end	text
0	26160	If we don't do this, we're done for.
26160	27160	I can't get in.
27160	28760	Okay, we have to try something different.
28760	29760	I just sent you a link.
29760	30760	Have you got it?
30760	31760	I got it.
31760	32760	There's only 90 seconds left.
32760	33760	We are running out of time.
33760	34760	Okay, open it.
34760	39760	Set location to Ashburn and click continue.
39760	40760	Done.
40760	44080	Quickly reload the page and we should be in.
44080	45080	They know.
45080	46080	What?
46080	47080	They know we're on a proxy.
47080	48080	Try another server.
48080	49080	There isn't one.
49080	50080	Are you sure?
50080	51080	There's nothing.
51080	52080	60 seconds left.
52080	53080	60 seconds, Gabe.
53080	57080	All right, we're going to need to try something else here.
58000	59000	Have you tried Surfshark?
59000	60000	Surfshark?
60000	61000	Surfshark?
61000	62000	Yes.
62000	65120	You've got the link now.
65120	66120	It's downloading.
66120	67120	What is it?
67120	68120	It's a VPN service.
68120	71080	When things are geo-blocked right now, we can circumvent it.
71080	74160	We can virtually appear like we are in any one of a hundred countries.
74160	77640	If a Netflix show isn't available in your region, just change your location.
77640	79100	And it encrypts your traffic.
79100	82360	Your internet service provider can't see what you've been up to online.
82360	84960	And Surfshark doesn't keep logs of what you're doing either.
84960	86960	I've got it.
87840	88840	Open it.
88840	89840	Type Boston.
89840	90840	Hit connect.
90840	91840	That's all I have to do?
91840	92840	Just hit connect?
92840	93840	It's that simple?
93840	95480	It really is that simple.
95480	96480	This doesn't work.
96480	102800	We are out of time.
102800	105440	It's still blocked.
105440	107760	They have over 3200 different servers.
107760	109760	Connect to a different one.
117760	121760	Did we get it?
125760	127760	We got it.
127760	133440	If you use Code Opinion or click the link in the description box, you can get an extra
133440	135760	three months of Surfshark for free.
146960	157760	2017.
157760	161760	So that first story we're going to talk about today is about a family that has garnered
161760	163760	a lot of negative attention in the past week.
163760	165760	2017 was an interesting year on YouTube.
165760	171760	You poured molten lava on a phone and a cockroach.
171760	175760	A year of evolution, restlessness, and scandal.
176560	183760	Hello, I wanted to make a statement on what I said in my previous livestream.
183760	187360	The platform reached new heights, but there were many lows.
187360	191760	The website's ecosystem was irreparably changed, and creators were forced to adapt to it.
191760	196560	A bunch of advertisers, fearing backlash, removed their ads entirely from YouTube, and
196560	199760	during this period, every YouTuber saw a decrease in revenue.
199760	203760	Yet, amongst this all, the year mostly belonged to a creator by the name of Jake Paul, and
203760	207760	his motley crew of vagabonds known as Team 10, who had burst onto the scene with all
207760	211760	the bombast of the showbiz world's most notorious figures.
215760	219760	The colossal rise of Team 10 was attributed to a combination of pranks, music videos,
219760	223760	and controversies that all drew attention, criticism, and even anger from fellow content
223760	227760	creators and the general public alike, barely taking them a month to go from just another
227760	231760	YouTube ensemble to public enemy number one.
231760	235760	They continued to participate in escalating antics that would redefine content on YouTube
235760	239760	as many perceived at the time, cementing their status as YouTube royalty, for better and
239760	241760	for worse.
245760	249760	Fast forward a few years, and their YouTube channel is gone, many of their videos are
249760	253760	gone, and their presence online is left behind little more than a brief summary on their
253760	257760	website, and the commitment that a new era is coming soon.
257760	261760	They're carved out on the platform, lost.
261760	265760	Hello ladies and gentlemen, and welcome to The Right Opinion, the home of
265760	269760	a twat with too much free time, and Team 10, what happened
269760	273760	to them? Let's find out.
287760	291760	As I'm sure you're aware, we all know who Team 10
291760	295760	started with. However,
295760	299760	the origin story is somewhat more intriguing than one might assume it was, because before
299760	303760	Team 10 burst onto the scene, Jake Paul was a relatively popular teen actor and influencer,
303760	307760	posting with his brother Logan, don't know if you've heard of him, on Vine. They garnered
307760	311760	a multi-million following from posting short clips that capitalised on pantomime humour
311760	315760	in the mid-2010s. The content obviously hasn't dated particularly well,
318760	322760	but for what it's worth,
322760	326760	Logan and Jake were strong physical actors who could manipulate their bodies pretty successfully
