start	end	text
0	6200	Hi everyone, it's me, Emperor Lemon, and I just really wanted to share my thoughts on this issue.
6200	11360	So I'm here to make this video because Behind the Meme did a really bad thing.
11360	16960	Behind the Meme may have just made the worst mistake of his YouTube career.
16960	27160	So for those of you who don't know the whole story, Behind the Meme basically spent a week and a half uploading these cryptic, disturbing series of videos
27160	33480	depicting himself falling into a deep, emotionally disturbed depression.
33480	39560	Nobody was really willing to say that these videos weren't real, so everyone got legitimately concerned.
39560	47080	And for the first time in a long time, he had a large group of people unabashedly supporting him.
47080	49560	And then he uploaded the final video of the series.
49560	55080	And in this video, he, for lack of a better term, stages a fake suicide.
55080	62200	He takes a gun, puts it up to his head, and then puts in a really obvious gunshot sound effect and blood effect.
62200	67720	And he kills himself in a way that's just completely, insultingly, obviously fake.
67720	75000	And right after that, at the end of the video, he reveals that the whole thing was just his way of raising suicide awareness.
75000	80360	And immediately, once people realized they had been duped, they began turning against him.
80360	87000	There were many people in the community that threw their unconditional support behind Behind the Meme,
87000	92040	and they ended up looking like fools for falling for this fake scheme.
92040	96520	And from a totally impartial perspective, this looks really bad.
96520	103320	It would appear that Behind the Meme took advantage of the serious issues of suicide and depression,
103320	108600	emotionally manipulated his audience, consisting mostly of young children,
108600	112600	into thinking that he was actually endangering himself.
112600	116760	And it would seem that he did all of this for attention.
116760	123880	And it is certainly the most hateable thing he has ever done in his YouTube career.
123880	127960	Getting hated for making mediocre videos about memes is one thing,
127960	133880	but taking advantage of suicide and depression and emotionally manipulating your audience
133880	138200	is something that, for a lot of people, is unforgivable.
138280	142360	And this whole time this video was coming out, I never really bought into it.
142360	146920	I was one of the few people who, throughout the whole ordeal, thought it was fake.
146920	151080	And I was almost certain that this would be the exact outcome,
151080	154360	and Behind the Meme would reveal himself as a fraud.
154360	159960	Because people who thought this was serious were all gearing up, lining up to jump down my throat,
159960	163560	and tar and feather me if anything bad happened to Behind the Meme.
163560	166360	Because as far as most of the community knows,
166360	169640	I'm apparently the guy who ruined Behind the Meme's life.
169640	173880	But I knew that wasn't gonna happen because I knew these videos were fake from the beginning.
173880	176280	So I come out with my statement on Twitter saying this,
177000	181640	and literally a few hours later I get instantly proven correct.
182360	183720	And that was it.
183720	186760	Behind the Meme revealed that the videos were fake the whole time.
187320	188520	And I was right.
188520	190040	And people were turning on him.
190040	191560	And he was getting hated.
191560	196760	And with this outcome in mind, I was so prepared to get up there on my high horse
196760	199080	and dance around on his channel's grave saying,
199080	200040	I told you so.
200040	204120	I was so ready to take all the hate I got from that Behind the Meme video
204120	205720	and say, well, look at this.
205720	207640	Look who was right the whole time.
207640	213240	But then right as Behind the Meme's reputation was just burning down right in front of my eyes,
213240	214760	I didn't feel any gratification.
215560	218520	Everything had gone exactly how I thought it would.
218520	221960	And yet, I didn't feel like I won anything.
221960	227800	And I can't believe I'm saying this, but I actually feel bad for Behind the Meme now.
227800	233240	For the whole time, from when I first started working on the Behind the Meme video,
233240	239480	all the way up until the fake suicide video, I didn't have one bit of sympathy for the guy.
239480	246440	Even as he was being vociferously hated by a group of people that I directly inspired,
246440	248120	I didn't feel sorry for the guy.
248120	254120	But for some reason now, during an event in which it would seem the most justified
254120	257640	to hate Behind the Meme, I actually feel sorry for him.
257640	261560	And the reason for that is the video he uploaded,
261560	269240	where he fictitiously shoots himself in the head, was so unbelievably poorly executed
269240	274760	that I realized that Behind the Meme may have honestly thought in his head
274760	279320	that this was a good idea and that he was supporting a noble cause.
279320	282200	For this whole time I was against Behind the Meme,
